"REMIND_variable";"JRC_complete";"JRC_Excel";"JRC_spreadsheet";"Weight";"Unit_REMIND";"Unit_JRC";"Factor"
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which electricity";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV|w/o Bunkers|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|Domestic";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|Domestic|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|International";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|International|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Rail|Energy Consumption|Total energy consumption|Passenger transport|Conventional passenger trains|Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Rail|Energy Consumption|Total energy consumption|Freight transport|Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|Domestic";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Fossil";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|w/o Bunkers|Liquids|Fossil";"Transport|Aviation|Energy Consumption|Total energy consumption|Freight transport|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Fossil";"Transport|Aviation|Energy Consumption|Total energy consumption|Freight transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Fossil";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Liquids (Petroleum products)";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Gases|Fossil";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Natural gas";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Gases|Biomass";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biogas";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Biomass";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biogasoline";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Biomass";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biodiesel";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Biomass";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Other biofuels";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Fossil";"Maritime Bunkers|Energy Consumption|Total energy consumption|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV|Bunkers|Liquids|Fossil";"Maritime Bunkers|Energy Consumption|Total energy consumption|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Powered 2-wheelers (Gasoline)";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Powered 2-wheelers (Gasoline)|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which electricity";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Light duty vehicles|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|Domestic";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|Domestic|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|International";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Biomass";"Transport|Road|Energy Consumption|Total energy consumption|Freight transport|Heavy duty vehicles (Diesel oil incl. biofuels)|International|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Rail|Energy Consumption|Total energy consumption|Passenger transport|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Rail|Energy Consumption|Total energy consumption|Passenger transport|Conventional passenger trains|Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Rail|Energy Consumption|Total energy consumption|Passenger transport|Conventional passenger trains|Electric";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Rail|Energy Consumption|Total energy consumption|Passenger transport|High speed passenger trains";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids";"Transport|Rail|Energy Consumption|Total energy consumption|Freight transport|Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Electricity";"Transport|Rail|Energy Consumption|Total energy consumption|Freight transport|Electric";"JRC-IDEES-2015_Transport_";"TrRail_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ETS|Liquids";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|Domestic";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ETS|Liquids";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Aviation|Energy Consumption|Total energy consumption|Passenger transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ETS|Liquids";"Transport|Aviation|Energy Consumption|Total energy consumption|Freight transport|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Aviation|Energy Consumption|Total energy consumption|Freight transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Liquids (Petroleum products)";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Gases";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Natural gas";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Gases";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biogas";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biogasoline";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Biodiesel";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Transport|Navigation|Energy Consumption|by fuel (EUROSTAT DATA)|Renewable energies and wastes|Other biofuels";"JRC-IDEES-2015_Transport_";"TrNavi_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Maritime Bunkers|Energy Consumption|Total energy consumption|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Other|Liquids";"Maritime Bunkers|Energy Consumption|Total energy consumption|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Powered 2-wheelers (Gasoline)";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Powered 2-wheelers (Gasoline)|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Passenger cars|Plug-in hybrid electric (Gasoline and electricity)|of which electricity";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Liquids|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine|of which biofuels";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|ESD|Gases|Fossil";"Transport|Road|Energy Consumption|Total energy consumption|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine|of which biogas";"JRC-IDEES-2015_Transport_";"TrRoad_ene";-1;"EJ/yr";"ktoe";4.19E-05
